query,strategy,collection,rank,doc_key,score,latency_ms,margin_top1_top2,gap_top1_topk
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",cosine_para,btp_docs_cosine_para,1,"penal_code.pdf|74-74",0.76816106,5,0.002006159999999979,0.02910071999999997
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",cosine_para,btp_docs_cosine_para,2,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|43-43",0.7661549,5,0.002006159999999979,0.02910071999999997
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",cosine_para,btp_docs_cosine_para,3,"THE BHARATIYA SAKSHYA ADHINIYAM, 2023.pdf|9-9",0.76543164,5,0.002006159999999979,0.02910071999999997
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",cosine_para,btp_docs_cosine_para,4,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|42-42",0.7607254,5,0.002006159999999979,0.02910071999999997
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",cosine_para,btp_docs_cosine_para,5,"penal_code.pdf|73-73",0.7597603,5,0.002006159999999979,0.02910071999999997
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",cosine_para,btp_docs_cosine_para,6,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|44-44",0.7501633,5,0.002006159999999979,0.02910071999999997
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",cosine_para,btp_docs_cosine_para,7,"penal_code.pdf|25-25",0.749283,5,0.002006159999999979,0.02910071999999997
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",cosine_para,btp_docs_cosine_para,8,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|23-23",0.74168545,5,0.002006159999999979,0.02910071999999997
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",cosine_para,btp_docs_cosine_para,9,"penal_code.pdf|30-30",0.74081385,5,0.002006159999999979,0.02910071999999997
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",cosine_para,btp_docs_cosine_para,10,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|19-19",0.73906034,5,0.002006159999999979,0.02910071999999997
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",dot_smallchunks,btp_docs_dot_smallchunks,1,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|43-43",289.2425,6,1.4538600000000201,15.32056
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",dot_smallchunks,btp_docs_dot_smallchunks,2,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|44-44",287.78864,6,1.4538600000000201,15.32056
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",dot_smallchunks,btp_docs_dot_smallchunks,3,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|42-42",286.49045,6,1.4538600000000201,15.32056
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",dot_smallchunks,btp_docs_dot_smallchunks,4,"penal_code.pdf|74-74",283.0279,6,1.4538600000000201,15.32056
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",dot_smallchunks,btp_docs_dot_smallchunks,5,"penal_code.pdf|73-73",281.7926,6,1.4538600000000201,15.32056
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",dot_smallchunks,btp_docs_dot_smallchunks,6,"penal_code.pdf|72-72",280.27405,6,1.4538600000000201,15.32056
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",dot_smallchunks,btp_docs_dot_smallchunks,7,"THE BHARATIYA SAKSHYA ADHINIYAM, 2023.pdf|9-9",278.35565,6,1.4538600000000201,15.32056
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",dot_smallchunks,btp_docs_dot_smallchunks,8,"THE BHARATIYA SAKSHYA ADHINIYAM, 2023.pdf|10-10",277.96692,6,1.4538600000000201,15.32056
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",dot_smallchunks,btp_docs_dot_smallchunks,9,"penal_code.pdf|25-25",275.84305,6,1.4538600000000201,15.32056
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",dot_smallchunks,btp_docs_dot_smallchunks,10,"THE BHARATIYA SAKSHYA ADHINIYAM, 2023.pdf|15-15",273.92194,6,1.4538600000000201,15.32056
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",euclid_mergedpages,btp_docs_euclid_mergedpages,1,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|125-126",15.922657,6,0.0024799999999984834,0.081175
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",euclid_mergedpages,btp_docs_euclid_mergedpages,2,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|95-95",15.920177,6,0.0024799999999984834,0.081175
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",euclid_mergedpages,btp_docs_euclid_mergedpages,3,"penal_code.pdf|31-31",15.902851,6,0.0024799999999984834,0.081175
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",euclid_mergedpages,btp_docs_euclid_mergedpages,4,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|81-82",15.900498,6,0.0024799999999984834,0.081175
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",euclid_mergedpages,btp_docs_euclid_mergedpages,5,"THE BHARATIYA SAKSHYA ADHINIYAM, 2023.pdf|44-45",15.894107,6,0.0024799999999984834,0.081175
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",euclid_mergedpages,btp_docs_euclid_mergedpages,6,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|1-4",15.892078,6,0.0024799999999984834,0.081175
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",euclid_mergedpages,btp_docs_euclid_mergedpages,7,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|144-145",15.886955,6,0.0024799999999984834,0.081175
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",euclid_mergedpages,btp_docs_euclid_mergedpages,8,"THE BHARATIYA SAKSHYA ADHINIYAM, 2023.pdf|17-17",15.846855,6,0.0024799999999984834,0.081175
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",euclid_mergedpages,btp_docs_euclid_mergedpages,9,"THE BHARATIYA SAKSHYA ADHINIYAM, 2023.pdf|12-12",15.845799,6,0.0024799999999984834,0.081175
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",euclid_mergedpages,btp_docs_euclid_mergedpages,10,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|104-104",15.841482,6,0.0024799999999984834,0.081175
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",cosine_para,btp_docs_cosine_para,1,"engaadhaar.pdf|19-19",0.729362,5,0.03199742999999999,0.04562573999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",cosine_para,btp_docs_cosine_para,2,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|84-84",0.69736457,5,0.03199742999999999,0.04562573999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",cosine_para,btp_docs_cosine_para,3,"A2013-18.pdf|143-143",0.69564295,5,0.03199742999999999,0.04562573999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",cosine_para,btp_docs_cosine_para,4,"penal_code.pdf|111-111",0.69432783,5,0.03199742999999999,0.04562573999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",cosine_para,btp_docs_cosine_para,5,"a2013-23.pdf|12-12",0.6920241,5,0.03199742999999999,0.04562573999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",cosine_para,btp_docs_cosine_para,6,"A2003-45.pdf|13-14",0.6920107,5,0.03199742999999999,0.04562573999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",cosine_para,btp_docs_cosine_para,7,"penal_code.pdf|19-19",0.6908887,5,0.03199742999999999,0.04562573999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",cosine_para,btp_docs_cosine_para,8,"A2013-18.pdf|66-66",0.6857028,5,0.03199742999999999,0.04562573999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",cosine_para,btp_docs_cosine_para,9,"a2016-30.pdf|7-7",0.6850791,5,0.03199742999999999,0.04562573999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",cosine_para,btp_docs_cosine_para,10,"A2013-18.pdf|140-140",0.68373626,5,0.03199742999999999,0.04562573999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",dot_smallchunks,btp_docs_dot_smallchunks,1,"engaadhaar.pdf|19-19",264.84528,7,5.18304999999998,18.013689999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",dot_smallchunks,btp_docs_dot_smallchunks,2,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|218-218",259.66223,7,5.18304999999998,18.013689999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",dot_smallchunks,btp_docs_dot_smallchunks,3,"THE BHARATIYA SAKSHYA ADHINIYAM, 2023.pdf|50-50",256.38812,7,5.18304999999998,18.013689999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",dot_smallchunks,btp_docs_dot_smallchunks,4,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|214-214",254.5064,7,5.18304999999998,18.013689999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",dot_smallchunks,btp_docs_dot_smallchunks,5,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|209-209",253.44162,7,5.18304999999998,18.013689999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",dot_smallchunks,btp_docs_dot_smallchunks,6,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|241-241",251.7162,7,5.18304999999998,18.013689999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",dot_smallchunks,btp_docs_dot_smallchunks,7,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|4-4",251.6687,7,5.18304999999998,18.013689999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",dot_smallchunks,btp_docs_dot_smallchunks,8,"A2003-36.pdf|66-66",251.11678,7,5.18304999999998,18.013689999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",dot_smallchunks,btp_docs_dot_smallchunks,9,"A2013-18.pdf|256-256",248.87935,7,5.18304999999998,18.013689999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",dot_smallchunks,btp_docs_dot_smallchunks,10,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|210-210",246.83159,7,5.18304999999998,18.013689999999997
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",euclid_mergedpages,btp_docs_euclid_mergedpages,1,"A2016-31.pdf|123-124",15.528322,5,0.015375999999999834,0.04629599999999989
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",euclid_mergedpages,btp_docs_euclid_mergedpages,2,"A2016-31.pdf|73-74",15.512946,5,0.015375999999999834,0.04629599999999989
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",euclid_mergedpages,btp_docs_euclid_mergedpages,3,"A2013-18.pdf|165-166",15.512869,5,0.015375999999999834,0.04629599999999989
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",euclid_mergedpages,btp_docs_euclid_mergedpages,4,"A2013-18.pdf|163-164",15.503049,5,0.015375999999999834,0.04629599999999989
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",euclid_mergedpages,btp_docs_euclid_mergedpages,5,"a2005-21.pdf|7-7",15.5015,5,0.015375999999999834,0.04629599999999989
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",euclid_mergedpages,btp_docs_euclid_mergedpages,6,"A2013-18.pdf|148-148",15.501224,5,0.015375999999999834,0.04629599999999989
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",euclid_mergedpages,btp_docs_euclid_mergedpages,7,"201401.pdf|24-25",15.499831,5,0.015375999999999834,0.04629599999999989
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",euclid_mergedpages,btp_docs_euclid_mergedpages,8,"A2013-14.pdf|9-10",15.483737,5,0.015375999999999834,0.04629599999999989
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",euclid_mergedpages,btp_docs_euclid_mergedpages,9,"THE BHARATIYA SAKSHYA ADHINIYAM, 2023.pdf|41-42",15.483132,5,0.015375999999999834,0.04629599999999989
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",euclid_mergedpages,btp_docs_euclid_mergedpages,10,"A2005-27.pdf|34-34",15.482026,5,0.015375999999999834,0.04629599999999989
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",cosine_para,btp_docs_cosine_para,1,"penal_code.pdf|6-6",0.7261283,6,0.014638149999999905,0.03605486999999996
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",cosine_para,btp_docs_cosine_para,2,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|10-10",0.71149015,6,0.014638149999999905,0.03605486999999996
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",cosine_para,btp_docs_cosine_para,3,"penal_code.pdf|50-50",0.70764667,6,0.014638149999999905,0.03605486999999996
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",cosine_para,btp_docs_cosine_para,4,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|8-8",0.7013175,6,0.014638149999999905,0.03605486999999996
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",cosine_para,btp_docs_cosine_para,5,"AA2010__19green.pdf|6-6",0.70055544,6,0.014638149999999905,0.03605486999999996
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",cosine_para,btp_docs_cosine_para,6,"A2013-30.pdf|34-34",0.69921434,6,0.014638149999999905,0.03605486999999996
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",cosine_para,btp_docs_cosine_para,7,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|90-90",0.69556695,6,0.014638149999999905,0.03605486999999996
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",cosine_para,btp_docs_cosine_para,8,"the_code_of_civil_procedure,_1908.pdf|24-24",0.69386923,6,0.014638149999999905,0.03605486999999996
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",cosine_para,btp_docs_cosine_para,9,"201401.pdf|18-18",0.69217634,6,0.014638149999999905,0.03605486999999996
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",cosine_para,btp_docs_cosine_para,10,"aa2005.pdf|16-16",0.69007343,6,0.014638149999999905,0.03605486999999996
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",dot_smallchunks,btp_docs_dot_smallchunks,1,"penal_code.pdf|6-6",259.61615,8,2.4328500000000304,6.850750000000005
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",dot_smallchunks,btp_docs_dot_smallchunks,2,"A2006-41.pdf|97-97",257.1833,8,2.4328500000000304,6.850750000000005
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",dot_smallchunks,btp_docs_dot_smallchunks,3,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|95-95",257.18304,8,2.4328500000000304,6.850750000000005
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",dot_smallchunks,btp_docs_dot_smallchunks,4,"penal_code.pdf|50-50",256.42474,8,2.4328500000000304,6.850750000000005
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",dot_smallchunks,btp_docs_dot_smallchunks,5,"penal_code.pdf|47-47",256.06494,8,2.4328500000000304,6.850750000000005
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",dot_smallchunks,btp_docs_dot_smallchunks,6,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|130-130",254.66803,8,2.4328500000000304,6.850750000000005
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",dot_smallchunks,btp_docs_dot_smallchunks,7,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|10-10",253.5755,8,2.4328500000000304,6.850750000000005
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",dot_smallchunks,btp_docs_dot_smallchunks,8,"the_code_of_civil_procedure,_1908.pdf|7-7",253.06616,8,2.4328500000000304,6.850750000000005
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",dot_smallchunks,btp_docs_dot_smallchunks,9,"A2013-30.pdf|40-40",252.9134,8,2.4328500000000304,6.850750000000005
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",dot_smallchunks,btp_docs_dot_smallchunks,10,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|65-65",252.7654,8,2.4328500000000304,6.850750000000005
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",euclid_mergedpages,btp_docs_euclid_mergedpages,1,"a2007-53.pdf|7-8",15.547512,6,0.00022199999999905629,0.03823299999999996
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",euclid_mergedpages,btp_docs_euclid_mergedpages,2,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|106-107",15.54729,6,0.00022199999999905629,0.03823299999999996
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",euclid_mergedpages,btp_docs_euclid_mergedpages,3,"the_code_of_civil_procedure,_1908.pdf|182-184",15.540537,6,0.00022199999999905629,0.03823299999999996
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",euclid_mergedpages,btp_docs_euclid_mergedpages,4,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|189-190",15.540194,6,0.00022199999999905629,0.03823299999999996
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",euclid_mergedpages,btp_docs_euclid_mergedpages,5,"the_code_of_civil_procedure,_1908.pdf|152-153",15.537418,6,0.00022199999999905629,0.03823299999999996
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",euclid_mergedpages,btp_docs_euclid_mergedpages,6,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|79-79",15.532141,6,0.00022199999999905629,0.03823299999999996
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",euclid_mergedpages,btp_docs_euclid_mergedpages,7,"penal_code.pdf|49-49",15.526953,6,0.00022199999999905629,0.03823299999999996
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",euclid_mergedpages,btp_docs_euclid_mergedpages,8,"Indian_Constitution.pdf|249-251",15.521716,6,0.00022199999999905629,0.03823299999999996
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",euclid_mergedpages,btp_docs_euclid_mergedpages,9,"A2013-18.pdf|235-235",15.509888,6,0.00022199999999905629,0.03823299999999996
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",euclid_mergedpages,btp_docs_euclid_mergedpages,10,"aaa200553.pdf|35-35",15.509279,6,0.00022199999999905629,0.03823299999999996
"I am being blamed for the suicide of a friend following a verbal argument; I need to know what constitutes \"instigation\" in Indian law and past cases where the court ruled that mere scolding is not abetment.",cosine_para,btp_docs_cosine_para,1,"penal_code.pdf|30-30",0.75685614,7,0.03502660999999996,0.06721549999999998
"I am being blamed for the suicide of a friend following a verbal argument; I need to know what constitutes \"instigation\" in Indian law and past cases where the court ruled that mere scolding is not abetment.",cosine_para,btp_docs_cosine_para,2,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|29-29",0.72182953,7,0.03502660999999996,0.06721549999999998
"I am being blamed for the suicide of a friend following a verbal argument; I need to know what constitutes \"instigation\" in Indian law and past cases where the court ruled that mere scolding is not abetment.",cosine_para,btp_docs_cosine_para,3,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|30-30",0.70543927,7,0.03502660999999996,0.06721549999999998
